longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
0.639442,0.129649,0.392157,0.0732998,0.102576,0.0731523,0.105904,0.244831,177900,0.25
0.640438,0.128587,0.137255,0.0590824,0.0926443,0.0422658,0.0927479,0.197446,137500,0.25
0.640438,0.128587,0.352941,0.0487817,0.0729361,0.039519,0.0708765,0.243541,147500,0.25
0.643426,0.130712,0.54902,0.0654916,0.0689013,0.0517391,0.0771255,0.274017,194800,0.25
0.64243,0.130712,0.666667,0.0508673,0.058504,0.0482917,0.0634764,0.238714,182300,0.25
0.641434,0.130712,0.490196,0.141258,0.216791,0.127302,0.219043,0.178639,190400,0.25
0.641434,0.129649,0.411765,0.19149,0.243327,0.147173,0.250288,0.23108,167400,0.25
0.640438,0.129649,0.490196,0.0198891,0.0273122,0.0184702,0.027627,0.161646,174300,0.25
0.641434,0.129649,0.372549,0.112188,,0.134953,0.174642,0.162722,215100,0.25
0.640438,0.128587,0.431373,0.0226614,0.0344507,0.0321197,0.035356,0.147881,156300,0.25
0.640438,0.128587,0.607843,0.0200417,0.0307263,0.033437,0.0328893,0.176729,142800,0.25
0.641434,0.128587,0.137255,0.0596165,0.105214,0.107598,0.110673,0.176798,160000,0.25
0.639442,0.127524,0.27451,0.0306221,0.0436065,0.0188907,0.0442361,0.235997,142600,0.25
0.639442,0.127524,0.568627,0.0420164,0.0671943,0.051571,0.0766321,0.182094,153000,0.25
0.639442,0.127524,0.0784314,0.0162012,0.0304159,0.0185824,0.0322315,0.193225,87500,0.25
0.640438,0.127524,0.235294,0.117453,0.196151,0.0947897,0.182207,0.184646,186500,0.25
0.640438,0.127524,0.333333,0.0416349,0.0760397,0.0703495,0.0751521,0.116129,159700,0.25
0.641434,0.127524,0.27451,0.0181342,0.033054,0.0389865,0.0399605,0.198942,162500,0.25
0.640438,0.127524,0.45098,0.135282,0.164804,0.112335,0.172011,0.268155,189300,0.25
0.639442,0.126461,0.509804,0.0930871,0.129268,0.0842512,0.122019,0.240114,179500,0.25
0.638446,0.127524,0.45098,0.107991,0.130199,0.0873063,0.131064,0.256707,207200,0.25
0.638446,0.126461,0.45098,0.106694,0.111266,0.0690883,0.11725,0.328023,211400,0.25
0.63745,0.127524,0.294118,0.0703495,0.0929547,0.0330446,0.092419,0.221811,201200,0.25
0.63745,0.127524,0.470588,0.0353782,0.0375543,0.0272709,0.040125,0.341278,225200,0.25
0.63745,0.127524,0.392157,0.0908998,0.0858163,0.051655,0.0883078,0.378195,271900,0.25
0.634462,0.123273,0.313725,0.0505366,0.0636251,0.0391827,0.0743299,0.252438,160500,0.25
0.634462,0.124336,0.45098,0.05865,0.0718498,0.0307744,0.0667653,0.274251,230000,0.25
0.633466,0.124336,0.352941,0.0499771,0.075419,0.0349786,0.066272,0.218597,218800,0.25
0.634462,0.124336,0.490196,0.0484002,0.0577281,0.0306903,0.0603519,0.300768,229600,0.25
0.636454,0.121148,0.490196,0.034895,0.0361577,0.0204042,0.0399605,0.385553,224800,0.25
0.635458,0.121148,0.431373,0.0437459,0.0488827,0.0241599,0.0506496,0.285879,273800,0.25
0.636454,0.121148,0.470588,0.0509182,0.0540037,0.030326,0.0562407,0.294182,230700,0.25
0.636454,0.121148,0.333333,0.065924,0.0834885,0.0228145,0.0795922,0.128791,219200,0.25
0.636454,0.121148,0.45098,0.1657,0.198324,0.0963592,0.196843,0.258624,152100,0.25
0.635458,0.121148,0.490196,0.0928582,0.0879888,0.0540094,0.0960368,0.360698,260900,0.25
0.63745,0.12221,0.490196,0.0359886,0.0408132,0.0228145,0.0427561,0.301727,230400,0.25
0.63745,0.121148,0.490196,0.0571494,0.0532278,0.0366602,0.0611741,0.312327,265000,0.25
0.63745,0.121148,0.509804,0.0440002,0.0468653,0.0311668,0.0504851,0.346981,239200,0.25
0.63745,0.121148,0.352941,0.0260949,0.0294848,0.00944533,0.0259826,0.216307,252800,0.25
0.63745,0.120085,0.470588,0.0409227,0.05928,0.0154433,0.0536096,0.175294,137300,0.25
0.63745,0.120085,0.470588,0.0457043,0.0360025,0.0226183,0.0434139,0.537172,372400,0.25
0.63745,0.119022,0.490196,0.0453991,0.0350714,0.0178256,0.0366716,0.436042,329800,0.25
0.63745,0.119022,0.411765,0.0707818,0.0682806,0.030354,0.0642986,0.473924,337400,0.25
0.634462,0.11796,0.411765,0.0847703,0.116853,0.0419575,0.118073,0.222866,197900,0.25
0.634462,0.11796,0.333333,0.0260695,0.0318125,0.012136,0.0294359,0.256272,211300,0.25
0.634462,0.11796,0.411765,0.0913068,0.0816263,0.0447042,0.0858411,0.417249,294900,0.25
0.634462,0.116897,0.372549,0.0470268,0.0766605,0.0221138,0.0595297,0.22888,137500,0.5
0.635458,0.127524,0.294118,0.0440765,0.0588144,0.0218896,0.0590363,0.259079,139200,0.25
0.635458,0.127524,0.333333,0.0715194,0.0834885,0.0402478,0.0809077,0.213728,262000,0.25
0.635458,0.126461,0.509804,0.0532835,0.0502793,0.0340256,0.0542674,0.359457,222500,0.25
0.635458,0.126461,0.490196,0.0430337,0.0401924,0.0247204,0.0457162,0.316382,224200,0.25
0.636454,0.127524,0.352941,0.0452973,0.0642458,0.0286443,0.0628186,0.251617,230000,0.25
0.636454,0.126461,0.411765,0.0884328,0.0704531,0.0406682,0.0800855,0.422925,347600,0.25
0.635458,0.126461,0.352941,0.1056,0.0867474,0.0596149,0.0966946,0.467897,301800,0.25
0.635458,0.125399,0.45098,0.0760212,0.0774364,0.0401917,0.0743299,0.339906,273400,0.25
0.63745,0.125399,0.392157,0.0789715,0.0747983,0.0472267,0.0825522,0.376429,288000,0.25
0.636454,0.125399,0.431373,0.0998779,0.0865922,0.0519914,0.0883078,0.438932,318200,0.25
0.639442,0.126461,0.352941,0.102218,0.0862818,0.0523838,0.089459,0.433925,295600,0.25
0.639442,0.125399,0.313725,0.113409,0.0906269,0.0586339,0.0952146,0.494545,319500,0.25
0.640438,0.126461,0.313725,0.0429829,0.0453135,0.0260938,0.0458806,0.273989,205800,0.25
0.640438,0.126461,0.254902,0.130856,0.183271,0.0887917,0.185002,0.240893,225800,0.25
0.640438,0.125399,0.313725,0.084338,0.0777467,0.042518,0.08173,0.348285,274200,0.25
0.636454,0.124336,0.352941,0.110026,0.131595,0.062782,0.132708,0.349671,342600,0.25
0.63745,0.124336,0.294118,0.154026,0.265984,0.0919869,0.245683,0.200921,290900,0.25
0.636454,0.124336,0.352941,0.0412534,0.0341403,0.0218336,0.0373294,0.2825,304500,0.25
0.63745,0.124336,0.372549,0.0706801,0.0630043,0.0347263,0.0669298,0.386843,306500,0.25
0.638446,0.124336,0.333333,0.0939264,0.0932651,0.0497772,0.093899,0.375512,276500,0.25
0.639442,0.124336,0.176471,0.0705275,0.111111,0.0442277,0.10393,0.250803,158800,0.25
0.638446,0.123273,0.333333,0.122717,0.111266,0.0691723,0.117579,0.387457,284500,0.25
0.63745,0.12221,0.45098,0.108525,0.095748,0.054682,0.0980102,0.44318,284600,0.25
0.63745,0.123273,0.313725,0.146981,0.143234,0.0723675,0.150304,0.334002,231900,0.25
0.634462,0.12221,0.411765,0.10059,0.08054,0.049637,0.0864989,0.454532,350200,0.25
0.635458,0.12221,0.392157,0.104532,0.089851,0.0527761,0.095379,0.434415,292000,0.25
0.634462,0.123273,0.294118,0.130347,0.0977654,0.0599512,0.0978457,0.504793,390500,0.25
0.636454,0.123273,0.431373,0.11229,0.11468,0.0521876,0.113797,0.333988,279300,0.25
0.636454,0.123273,0.431373,0.0666361,0.0689013,0.0308305,0.0667653,0.291382,289600,0.25
0.636454,0.12221,0.372549,0.0793784,0.0682806,0.0368844,0.0708765,0.385588,290400,0.25
0.636454,0.12221,0.313725,0.0635332,0.0530726,0.0347263,0.0603519,0.49871,316700,0.25
0.634462,0.123273,0.45098,0.0877206,0.0780571,0.048572,0.0809077,0.405167,278000,0.25
0.634462,0.124336,0.45098,0.0871865,0.0848852,0.0447883,0.0840322,0.357416,264600,0.25
0.635458,0.124336,0.490196,0.0648812,0.062694,0.0373889,0.0674231,0.33612,252900,0.25
0.635458,0.124336,0.470588,0.0831934,0.0740223,0.0460215,0.0815655,0.366864,286100,0.25
0.633466,0.123273,0.470588,0.0512488,0.0552452,0.0297094,0.0605164,0.243762,229400,0.25
0.634462,0.123273,0.313725,0.0507401,0.0526071,0.0265983,0.0559119,0.269989,239200,0.25
0.633466,0.12221,0.313725,0.0860675,0.112973,0.0479834,0.109357,0.223997,213000,0.25
0.634462,0.12221,0.294118,0.0619309,0.067815,0.0275512,0.069232,0.35943,247200,0.25
0.635458,0.120085,0.470588,0.0992929,0.102266,0.050618,0.102121,0.357002,265100,0.25
0.635458,0.119022,0.411765,0.0994964,0.0929547,0.0523557,0.0996547,0.36925,281500,0.25
0.636454,0.120085,0.294118,0.130754,0.101024,0.0618291,0.104588,0.44947,382100,0.25
0.636454,0.119022,0.352941,0.150643,0.115301,0.0644357,0.119717,0.487579,333300,0.25
0.636454,0.11796,0.431373,0.136757,0.10599,0.0510945,0.0911034,0.449318,350600,0.25
0.635458,0.11796,0.490196,0.0604558,0.0519863,0.0276073,0.0567341,0.335685,339300,0.25
0.635458,0.115834,0.470588,0.0630754,0.0557107,0.0268225,0.0577208,0.390153,344000,0.5
0.636454,0.11796,0.45098,0.113434,0.106766,0.0543737,0.116922,0.361347,289800,0.25
0.636454,0.11796,0.392157,0.0515794,0.049193,0.0254211,0.0509785,0.506572,343300,0.25
0.636454,0.11796,0.333333,0.0915866,0.136251,0.0433308,0.124157,0.242962,363100,0.25
0.634462,0.113709,0.313725,0.0521898,0.0450031,0.0233471,0.0471962,0.440959,383900,0.5
0.635458,0.126461,0.333333,0.0940027,0.0889199,0.0572606,0.100806,0.399891,269800,0.25
0.634462,0.126461,0.333333,0.0974363,,0.0613526,0.163624,0.204687,219700,0.25
0.634462,0.125399,0.45098,0.0718246,0.08473,0.048628,0.0896234,0.382719,240400,0.25
0.634462,0.125399,0.529412,0.0790223,0.0869025,0.0529163,0.0922546,0.328658,243100,0.25
0.634462,0.120085,0.117647,0.144005,0.18203,0.069789,0.180891,0.367257,264700,0.25
0.634462,0.119022,0.490196,0.0896536,0.08473,0.0451806,0.0889656,0.390512,279400,0.25
0.635458,0.120085,0.313725,0.113536,0.099162,0.0606239,0.109357,0.446828,330700,0.25
0.635458,0.119022,0.254902,0.15484,0.20748,0.0552426,0.205065,0.159046,180300,0.25
0.634462,0.121148,0.254902,0.0863218,0.0738672,0.0431346,0.0774544,0.475738,369100,0.25
0.634462,0.121148,0.45098,0.106185,,0.0476751,0.0994902,0.396367,281900,0.25
0.634462,0.121148,0.313725,0.0661529,0.0577281,0.0353709,0.0626542,0.434753,332900,0.25
0.635458,0.121148,0.294118,0.114604,0.0926443,0.0621654,0.102286,0.474007,390800,0.25
0.635458,0.121148,0.490196,0.0410499,0.0451583,0.0195353,0.0394672,0.345554,232100,0.25
0.631474,0.120085,0.235294,0.0737576,0.083023,0.0314471,0.0804144,0.371588,447700,0.5
0.631474,0.120085,0.294118,0.091027,0.120888,0.0459934,0.127117,0.313175,397600,0.5
0.631474,0.119022,0.352941,0.115901,0.162011,0.0545419,0.149482,0.265865,429200,0.5
0.63247,0.119022,0.470588,0.102726,0.139975,0.0472547,0.128762,0.257169,442700,0.5
0.630478,0.11796,0.72549,0.0647541,0.100093,0.0210768,0.0654498,0.161053,408300,0.5
0.633466,0.121148,0.235294,0.101684,0.136872,0.0559433,0.144713,0.291348,273600,0.25
0.633466,0.121148,0.333333,0.0514268,0.0715394,0.0292609,0.074001,0.212749,186900,0.25
0.633466,0.120085,0.27451,0.0798362,0.102886,0.0483758,0.10393,0.256314,234600,0.25
0.633466,0.121148,0.254902,0.0840073,0.130354,0.0635948,0.126295,0.206204,216700,0.25
0.633466,0.120085,0.352941,0.0968004,0.122439,0.0496931,0.124157,0.284486,282200,0.25
0.633466,0.120085,0.215686,0.0566153,0.0741775,0.031363,0.0800855,0.244038,350000,0.25
0.633466,0.120085,0.313725,0.0429829,0.066108,0.0252249,0.0693965,0.212825,262500,0.25
0.63247,0.119022,0.294118,0.0713922,0.109714,0.0352308,0.104753,0.188646,252900,0.5
0.633466,0.119022,0.54902,0.0337759,0.0453135,0.0170969,0.038645,0.286837,353100,0.25
0.633466,0.119022,0.254902,0.0801923,0.101179,0.0265703,0.0943924,0.176729,268800,0.25
0.630478,0.114772,0.196078,0.100895,0.129268,0.0421817,0.123828,0.264893,271400,0.5
0.62749,0.11796,0.0784314,0.178417,0.144941,0.0679391,0.142411,0.663129,477700,0.5
0.63247,0.121148,0.215686,0.133247,0.1527,0.0573166,0.154909,0.412815,285400,0.25
0.63247,0.120085,0.647059,0.0943588,0.103352,0.042546,0.103766,0.297417,387800,0.25
0.63247,0.124336,0.352941,0.122234,0.159528,0.067799,0.159513,0.242217,279700,0.25
0.633466,0.124336,0.333333,0.0506638,0.0895407,0.0848678,0.0947213,0.155963,237500,0.25
0.633466,0.124336,0.313725,0.040643,0.0709187,0.0504498,0.0708765,0.157694,216700,0.25
0.630478,0.124336,0.431373,0.141208,0.154252,0.0674066,0.153758,0.337147,331900,0.25
0.630478,0.123273,0.431373,0.128872,0.119336,0.0692284,0.126295,0.400326,285700,0.25
0.630478,0.125399,0.411765,0.224884,0.264587,0.12335,0.261963,0.272093,267800,0.25
0.631474,0.126461,0.431373,0.1041,0.0895407,0.0494128,0.0966946,0.43047,302500,0.25
0.630478,0.126461,0.45098,0.162546,0.176909,0.0767959,0.173656,0.319892,336900,0.25
0.629482,0.125399,0.45098,0.13228,0.148355,0.0690042,0.155402,0.321589,261000,0.25
0.628486,0.125399,0.45098,0.181571,0.206238,0.0957146,0.208354,0.287237,237800,0.25
0.633466,0.126461,0.45098,0.0534615,0.0651769,0.0330166,0.0679165,0.230107,250900,0.25
0.63247,0.126461,0.490196,0.0568188,0.0432961,0.0225903,0.0462095,0.430311,342800,0.25
0.633466,0.126461,0.372549,0.080879,0.137027,0.0495249,0.134188,0.185604,220800,0.25
0.633466,0.125399,0.490196,0.0453991,0.0425202,0.0223661,0.0442361,0.348375,255700,0.25
0.633466,0.125399,0.313725,0.0711888,0.100559,0.0412007,0.0878145,0.26121,134800,0.25
0.633466,0.125399,0.254902,0.0540465,0.0831782,0.037417,0.0779477,0.215728,188500,0.25
0.631474,0.124336,0.333333,0.166921,0.210428,0.0862132,0.205065,0.29321,295600,0.25
0.631474,0.123273,0.45098,0.0980213,0.0878336,0.0487121,0.0965302,0.46538,302700,0.25
0.631474,0.12221,0.0392157,0.0239839,0.0176909,0.00936125,0.0200625,0.75999,500001,0.25
0.633466,0.123273,0.235294,0.102014,0.139975,0.0559433,0.141095,0.284486,248800,0.25
0.633466,0.12221,0.294118,0.0374892,0.0454687,0.0247485,0.0442361,0.332823,216400,0.25
0.633466,0.12221,0.215686,0.0630246,0.132992,0.0403038,0.12942,0.0807299,350000,0.25
0.630478,0.124336,0.45098,0.0660257,0.0685909,0.0331007,0.0713698,0.369816,287800,0.25
0.629482,0.123273,0.27451,0.0824559,0.0651769,0.0352028,0.067752,0.502441,395300,0.25
0.629482,0.124336,0.490196,0.0376672,0.0387958,0.0206004,0.0384805,0.379312,271400,0.25
0.625498,0.120085,0.235294,0.130322,0.11018,0.0679952,0.117908,0.622536,437900,0.5
0.628486,0.125399,0.254902,0.114248,0.162477,0.0621934,0.158198,0.29532,169400,0.25
0.62749,0.125399,0.254902,0.0679333,0.106456,0.0333249,0.107713,0.254224,188900,0.25
0.628486,0.125399,0.27451,0.0466453,0.0758845,0.026318,0.0782766,0.243024,182500,0.25
0.623506,0.123273,0.235294,0.121268,0.150217,0.0632865,0.159678,0.371243,295100,0.5
0.628486,0.124336,0.215686,0.10204,0.134544,0.0449004,0.126295,0.380015,396900,0.25
0.623506,0.128587,0.607843,0.15863,0.150993,0.0732083,0.15606,0.421987,380000,0.5
0.62251,0.127524,0.705882,0.0253065,0.0405028,0.0147986,0.0462095,0.294989,400000,0.5
0.621514,0.128587,0.27451,0.0652882,0.125854,0.0219177,0.0782766,0.338009,346400,0.5
0.621514,0.127524,0.823529,0.031029,0.0468653,0.0157516,0.0506496,0.299879,500001,0.5
0.623506,0.127524,0.843137,0.0424488,0.0603662,0.024328,0.0601875,0.285306,422200,0.5
0.621514,0.128587,0.45098,0.0408464,0.0485723,0.0165083,0.0514718,0.316734,390500,0.5
0.62251,0.127524,0.627451,0.053843,0.0811608,0.0243561,0.0763032,0.278417,495500,0.5
0.62251,0.127524,0.588235,0.0332672,0.0529174,0.0156955,0.050814,0.286403,457100,0.5
0.621514,0.126461,0.607843,0.0319447,0.0515208,0.0179938,0.0547607,0.31363,500001,0.5
0.62251,0.127524,0.607843,0.0517066,,0.0260938,0.0840322,0.257155,500001,0.5
0.625498,0.125399,0.45098,0.0314869,0.045779,0.0142941,0.041605,0.303754,485000,0.5
0.625498,0.125399,0.607843,0.0299354,0.0386406,0.0102581,0.0342049,0.322927,500001,0.5
0.623506,0.124336,0.352941,0.0354799,0.0418994,0.0136775,0.0322315,0.568254,500001,0.5
0.626494,0.125399,0.313725,0.116257,0.145251,0.0452927,0.130735,0.363478,500001,0.5
0.62749,0.124336,0.470588,0.105499,0.0882992,0.0398273,0.0897879,0.574351,461600,0.5
0.626494,0.125399,0.411765,0.109594,0.0822471,0.0398834,0.0874856,0.642598,500001,0.5
0.625498,0.126461,0.235294,0.0462892,0.0484171,0.0179377,0.0496629,0.643764,401700,0.5
0.626494,0.125399,0.254902,0.0677298,0.0512104,0.0269346,0.052294,1,500001,0.5
0.626494,0.126461,0.294118,0.111654,0.0932651,0.0416772,0.0948857,0.692577,500001,0.25
0.624502,0.125399,0.254902,0.0513505,0.0612973,0.0194232,0.0601875,0.459814,340700,0.5
0.62749,0.126461,0.470588,0.0628211,0.0696772,0.0363799,0.0766321,0.315168,266100,0.25
0.62749,0.125399,0.313725,0.0476372,0.0730912,0.0251408,0.0666009,0.328202,226100,0.25
0.62749,0.125399,0.411765,0.137698,0.197083,0.0632585,0.19454,0.227852,174500,0.25
0.623506,0.130712,0.490196,0.035251,0.0633147,0.0143502,0.0642986,0.0897643,62000,0.25
0.624502,0.130712,0.490196,0.0625413,0.0870577,0.0271308,0.0892945,0.11686,87500,0.25
0.624502,0.130712,0.490196,0.0511471,0.0853507,0.0185263,0.0837033,0.122129,67500,0.25
0.624502,0.130712,0.490196,0.0783611,0.124922,0.0268225,0.11873,0.0970676,68500,0.25
0.624502,0.129649,0.470588,0.0506893,0.0986965,0.0207405,0.0980102,0.0663301,46900,0.25
0.623506,0.129649,0.490196,0.0412788,0.0681254,0.0148547,0.0679165,0.0902125,58500,0.25
0.623506,0.130712,0.490196,0.136248,0.233861,0.0511786,0.22891,0.0874195,61300,0.25
0.624502,0.129649,0.490196,0.0499771,0.0893855,0.0193111,0.0883078,0.0766334,54300,0.25
0.624502,0.129649,0.490196,0.025281,0.0563315,0.0101741,0.0513074,0.0538889,46700,0.25
0.624502,0.129649,0.509804,0.0134035,0.0245189,0.00532526,0.0253248,0.110019,71300,0.25
0.623506,0.130712,0.509804,0.0584719,0.099162,0.0236554,0.102944,0.0841988,67500,0.25
0.63247,0.129649,0.490196,0.0476626,0.0704531,0.0419294,0.0715343,0.167246,176000,0.25
0.631474,0.128587,0.568627,0.0859148,0.111887,0.0635107,0.107055,0.277589,186000,0.25
0.63247,0.128587,0.490196,0.0350984,0.0599007,0.0553267,0.0603519,0.155791,137500,0.25
0.63247,0.127524,0.470588,0.070324,0.0535382,0.0320917,0.0610097,0.406484,316700,0.25
0.630478,0.129649,0.509804,0.0738339,0.0909373,0.0498332,0.0920901,0.258624,214800,0.25
0.630478,0.128587,0.490196,0.0759703,0.0741775,0.0446481,0.0779477,0.359705,231200,0.25
0.629482,0.129649,0.470588,0.118216,0.131595,0.0700692,0.129748,0.361519,221900,0.25
0.628486,0.129649,0.294118,0.0525968,0.040658,0.0245242,0.0486762,0.454339,338800,0.25
0.628486,0.128587,0.294118,0.0955033,0.100714,0.0360997,0.100806,0.324147,235600,0.25
0.628486,0.127524,0.490196,0.0643471,0.0651769,0.0356232,0.0723565,0.334892,235800,0.25
0.630478,0.127524,0.490196,0.0976652,0.0943513,0.0548782,0.0976813,0.388139,248200,0.25
0.630478,0.126461,0.490196,0.0943334,0.0945065,0.0532246,0.0980102,0.348961,234100,0.25
0.631474,0.127524,0.470588,0.206216,0.195996,0.10118,0.202434,0.383512,264900,0.25
0.634462,0.128587,0.45098,0.0982502,0.124302,0.0747499,0.126788,0.22868,180000,0.25
0.634462,0.128587,0.705882,0.0320973,0.042365,0.0218616,0.0447295,0.196128,199600,0.25
0.633466,0.128587,0.568627,0.0472303,0.0715394,0.0367443,0.0685742,0.178687,184400,0.25
0.634462,0.127524,0.54902,0.0875172,0.0983861,0.0631744,0.101792,0.292444,207500,0.25
0.633466,0.127524,0.490196,0.103337,0.114836,0.0548502,0.121362,0.276279,240000,0.25
0.634462,0.127524,0.294118,0.11786,0.140751,0.0655287,0.135504,0.270769,304700,0.25
0.633466,0.126461,0.313725,0.133196,0.162011,0.0683035,0.161815,0.267245,248100,0.25
0.634462,0.126461,0.411765,0.107584,0.0966791,0.0674066,0.10837,0.424408,284900,0.25
0.633466,0.130712,0.54902,0.0333181,0.0412787,0.0257574,0.0417694,0.185535,202400,0.25
0.634462,0.129649,0.529412,0.0817183,0.101024,0.0578211,0.104424,0.242721,197400,0.25
0.633466,0.129649,0.568627,0.0399308,0.0560211,0.0377813,0.0588719,0.197866,190900,0.25
0.633466,0.129649,0.313725,0.0646778,0.114215,0.0410606,0.114784,0.0995848,177700,0.25
0.633466,0.128587,0.411765,0.0768605,0.116853,0.0659772,0.122019,0.19397,191800,0.25
0.634462,0.129649,0.431373,0.0394476,0.0802297,0.055635,0.0777833,0.112936,150000,0.25
0.634462,0.129649,0.45098,0.0477644,0.062694,0.0270187,0.0685742,0.272727,192500,0.25
0.634462,0.128587,0.509804,0.0595402,0.0642458,0.0429945,0.0698898,0.319623,210600,0.25
0.630478,0.130712,0.647059,0.0537413,0.0544693,0.0350346,0.0554185,0.32074,207500,0.25
0.630478,0.130712,0.627451,0.0681876,0.0675047,0.042518,0.0748232,0.310975,211500,0.25
0.630478,0.129649,0.470588,0.0446869,0.0625388,0.0392668,0.0631475,0.21579,195800,0.25
0.631474,0.130712,0.627451,0.0352256,0.0367784,0.0248606,0.0432495,0.33945,204100,0.25
0.631474,0.130712,0.607843,0.0449921,0.045779,0.0278035,0.044565,0.368016,217500,0.25
0.631474,0.129649,0.666667,0.0526476,0.0540037,0.0349225,0.0519651,0.240383,191900,0.25
0.631474,0.129649,0.490196,0.0544026,0.0924891,0.0570364,0.0960368,0.124012,177700,0.25
0.63247,0.130712,0.45098,0.0336233,0.0412787,0.0191709,0.0432495,0.202259,192800,0.25
0.63247,0.129649,0.54902,0.0503586,0.0779019,0.0398834,0.0823878,0.174232,194200,0.25
0.63247,0.130712,0.529412,0.0610153,0.0779019,0.0322879,0.0748232,0.207859,211700,0.25
0.63247,0.129649,0.254902,0.0284348,0.0493482,0.0274391,0.0503207,0.166094,179200,0.25
0.63247,0.129649,0.215686,0.0317412,0.0512104,0.0292609,0.0547607,0.176729,208800,0.25
0.629482,0.130712,0.392157,0.0966733,0.139199,0.0422658,0.136162,0.172418,221200,0.25
0.630478,0.130712,0.117647,0.0148532,0.0181564,0.00641834,0.0174313,0.324671,181300,0.25
0.629482,0.130712,0.509804,0.0508164,0.0479516,0.0245803,0.0481829,0.35414,218900,0.25
0.629482,0.130712,0.45098,0.0968513,0.0896958,0.0508703,0.0968591,0.365885,255900,0.25
0.629482,0.129649,0.607843,0.0757414,0.0765053,0.0383139,0.0789344,0.31632,223500,0.25
0.628486,0.129649,0.470588,0.103235,0.0844196,0.0454049,0.0864989,0.459118,294900,0.25
0.629482,0.132837,0.490196,0.135282,0.137803,0.0820931,0.14718,0.371822,237600,0.25
0.629482,0.132837,0.607843,0.0811079,0.0982309,0.0480675,0.100312,0.252059,216600,0.25
0.631474,0.132837,0.568627,0.0625159,0.0623836,0.0357073,0.064792,0.340499,223200,0.25
0.630478,0.131775,0.529412,0.0857877,0.0865922,0.0490765,0.090939,0.347906,228900,0.25
0.631474,0.131775,0.352941,0.0672974,0.0740223,0.032428,0.0741654,0.374878,207400,0.25
0.629482,0.131775,0.490196,0.0508419,0.0467101,0.0233471,0.0488407,0.317665,257500,0.25
0.631474,0.131775,0.490196,0.0595402,0.0583489,0.0325962,0.0611741,0.379312,233100,0.25
0.629482,0.131775,0.470588,0.0903403,0.0817815,0.0447602,0.0881434,0.423815,270100,0.25
0.628486,0.131775,0.490196,0.0925785,0.0862818,0.0454049,0.0934057,0.368457,259400,0.25
0.628486,0.131775,0.470588,0.0944351,0.0890751,0.0458813,0.093899,0.363485,247100,0.25
0.624502,0.1339,0.54902,0.0934178,0.0949721,0.0407523,0.0970235,0.383126,369400,0.25
0.625498,0.1339,0.647059,0.0886108,0.0785227,0.0366602,0.0825522,0.456697,384500,0.25
0.624502,0.132837,0.647059,0.0721807,0.0611421,0.0315031,0.0649564,0.490648,376200,0.25
0.623506,0.131775,0.490196,0.0545297,0.0460894,0.0237955,0.0485118,0.421636,342700,0.25
0.625498,0.132837,0.647059,0.0628465,0.05928,0.0270187,0.0578852,0.367471,362400,0.25
0.623506,0.132837,0.588235,0.107559,0.0955928,0.0473948,0.102286,0.422842,360100,0.25
0.624502,0.131775,0.647059,0.0581159,0.0536934,0.029373,0.0567341,0.350119,372000,0.25
0.624502,0.131775,0.568627,0.0731726,0.0623836,0.0309986,0.0679165,0.443615,364700,0.25
0.624502,0.131775,0.470588,0.135282,0.149907,0.0551024,0.148331,0.311051,340100,0.25
0.630478,0.132837,0.431373,0.161911,0.159683,0.0918748,0.164447,0.387188,240400,0.25
0.631474,0.132837,0.431373,0.0676789,0.0665736,0.0419294,0.0661075,0.364395,258000,0.25
0.630478,0.1339,0.45098,0.00208556,0.00201738,0.000812803,0.00115113,0.370691,193800,0.25
0.630478,0.1339,0.294118,0.075131,0.0608318,0.0385661,0.0703832,0.551392,359600,0.25
0.631474,0.1339,0.294118,0.102218,0.108628,0.0416211,0.106726,0.332416,219500,0.25
0.62749,0.131775,0.333333,0.0867796,0.0671943,0.0355671,0.0744943,0.56562,390900,0.25
0.62749,0.131775,0.470588,0.0790986,0.0673495,0.0306903,0.0657787,0.379312,353500,0.25
0.62749,0.131775,0.470588,0.0598708,0.0510552,0.0261779,0.0534452,0.422511,359100,0.25
0.626494,0.131775,0.411765,0.102905,0.0870577,0.0457972,0.0888012,0.472159,355600,0.25
0.628486,0.1339,0.627451,0.0682385,0.0721601,0.0380055,0.0781122,0.312147,245100,0.25
0.626494,0.1339,0.392157,0.0558014,0.0780571,0.0339696,0.0782766,0.296555,196900,0.25
0.625498,0.132837,0.490196,0.112417,0.0966791,0.0541775,0.102615,0.408884,320700,0.25
0.626494,0.1339,0.411765,0.0480696,0.0684358,0.028364,0.066272,0.250893,212500,0.25
0.626494,0.1339,0.372549,0.0350221,0.0515208,0.0261779,0.0498273,0.215294,195300,0.25
0.625498,0.1339,0.313725,0.0619818,0.0858163,0.0324561,0.0873212,0.216845,193100,0.25
0.62749,0.132837,0.352941,0.047332,0.0549348,0.0352308,0.0519651,0.189418,277400,0.25
0.628486,0.138151,0.392157,0.168396,0.186685,0.0894083,0.185496,0.278589,256000,0.25
0.62749,0.138151,0.392157,0.12432,0.101179,0.0642395,0.107384,0.447104,329700,0.25
0.628486,0.137088,0.352941,0.115062,0.128647,0.0648841,0.122842,0.287458,320700,0.25
0.628486,0.136026,0.490196,0.104354,0.0986965,0.0579893,0.106397,0.368554,273900,0.25
